order_id,user_id,order_date,city,status,quantity,price,profit,order_month,order_year,order_quarter
3435,602,2026-03-12 23:48:58.282485,Казань,completed,9,21301.02,6390.306,2026-03,2026,1
3620,299,2026-03-12 23:48:58.282485,Санкт-Петербург,completed,5,16263.83,4879.148999999999,2026-03,2026,1
3823,486,2026-03-12 23:48:58.282485,Екатеринбург,completed,13,25391.04,7617.312,2026-03,2026,1
3898,86,2026-03-12 23:48:58.283920,Уфа,processing,3,2812.6,843.78,2026-03,2026,1
4512,358,2026-03-12 23:48:58.284934,Красноярск,processing,1,13981.61,4194.483,2026-03,2026,1
4880,740,2026-03-12 23:48:58.285929,Санкт-Петербург,cancelled,6,40280.25,12084.074999999999,2026-03,2026,1
4839,408,2026-03-12 23:48:58.285929,Уфа,completed,7,14486.26,4345.878,2026-03,2026,1
4859,800,2026-03-12 23:48:58.285929,Красноярск,completed,10,46612.28,13983.684,2026-03,2026,1
4807,103,2026-03-12 23:48:58.285929,Казань,processing,13,65494.72,19648.416,2026-03,2026,1
4620,507,2026-03-12 23:48:58.285929,Новосибирск,cancelled,13,28792.86,8637.858,2026-03,2026,1
82,727,2026-03-13 23:48:58.273612,Казань,cancelled,4,32686.07,9805.821,2026-03,2026,1
666,434,2026-03-13 23:48:58.274623,Самара,completed,9,30810.65,9243.195,2026-03,2026,1
619,313,2026-03-13 23:48:58.274623,Самара,completed,2,3071.21,921.3629999999999,2026-03,2026,1
731,423,2026-03-13 23:48:58.274623,Нижний Новгород,completed,1,4016.49,1204.947,2026-03,2026,1
912,806,2026-03-13 23:48:58.275959,Нижний Новгород,processing,5,11572.7,3471.81,2026-03,2026,1
1057,621,2026-03-13 23:48:58.275959,Москва,completed,7,27193.17,8157.950999999999,2026-03,2026,1
832,2,2026-03-13 23:48:58.275959,Екатеринбург,processing,8,36972.740000000005,11091.822000000002,2026-03,2026,1
804,721,2026-03-13 23:48:58.275959,Казань,completed,5,21725.52,6517.656,2026-03,2026,1
1420,802,2026-03-13 23:48:58.276965,Красноярск,completed,6,25583.1,7674.929999999999,2026-03,2026,1
1549,258,2026-03-13 23:48:58.276965,Санкт-Петербург,cancelled,5,14493.880000000001,4348.164,2026-03,2026,1
1169,864,2026-03-13 23:48:58.276965,Ростов-на-Дону,processing,6,36446.42,10933.926,2026-03,2026,1
1251,551,2026-03-13 23:48:58.276965,Самара,cancelled,10,31452.739999999998,9435.821999999998,2026-03,2026,1
1637,158,2026-03-13 23:48:58.277983,Самара,processing,1,14832.37,4449.711,2026-03,2026,1
1693,470,2026-03-13 23:48:58.277983,Нижний Новгород,cancelled,3,3699.06,1109.7179999999998,2026-03,2026,1
2019,188,2026-03-13 23:48:58.277983,Санкт-Петербург,cancelled,5,19993.08,5997.924,2026-03,2026,1
2228,249,2026-03-13 23:48:58.279317,Уфа,cancelled,9,35042.61,10512.783,2026-03,2026,1
2122,802,2026-03-13 23:48:58.279317,Красноярск,completed,6,14626.68,4388.004,2026-03,2026,1
2868,757,2026-03-13 23:48:58.280948,Санкт-Петербург,completed,9,36501.97,10950.591,2026-03,2026,1
3557,287,2026-03-13 23:48:58.282485,Самара,completed,6,18932.22,5679.666,2026-03,2026,1
3672,416,2026-03-13 23:48:58.282485,Самара,completed,3,8318.07,2495.421,2026-03,2026,1
3569,878,2026-03-13 23:48:58.282485,Самара,completed,1,3637.29,1091.187,2026-03,2026,1
4157,291,2026-03-13 23:48:58.283920,Красноярск,processing,15,22636.06,6790.818,2026-03,2026,1
3985,225,2026-03-13 23:48:58.283920,Новосибирск,completed,5,17771.309999999998,5331.392999999999,2026-03,2026,1
4369,516,2026-03-13 23:48:58.284934,Ростов-на-Дону,processing,12,46198.3,13859.49,2026-03,2026,1
4894,930,2026-03-13 23:48:58.285929,Уфа,processing,7,31000.89,9300.267,2026-03,2026,1
4922,436,2026-03-13 23:48:58.285929,Екатеринбург,completed,6,18339.68,5501.9039999999995,2026-03,2026,1
389,833,2026-03-14 23:48:58.274623,Екатеринбург,cancelled,4,14199.11,4259.733,2026-03,2026,1
600,681,2026-03-14 23:48:58.274623,Екатеринбург,completed,8,29590.4,8877.12,2026-03,2026,1
888,771,2026-03-14 23:48:58.275959,Ростов-на-Дону,cancelled,5,22409.7,6722.91,2026-03,2026,1
931,879,2026-03-14 23:48:58.275959,Красноярск,cancelled,5,36601.29,10980.387,2026-03,2026,1
802,826,2026-03-14 23:48:58.275959,Ростов-на-Дону,completed,2,13941.67,4182.501,2026-03,2026,1
1091,136,2026-03-14 23:48:58.275959,Нижний Новгород,cancelled,6,13042.62,3912.786,2026-03,2026,1
1396,930,2026-03-14 23:48:58.276965,Уфа,processing,9,30634.96,9190.488,2026-03,2026,1
1423,629,2026-03-14 23:48:58.276965,Красноярск,cancelled,5,17176.489999999998,5152.946999999999,2026-03,2026,1
1439,529,2026-03-14 23:48:58.276965,Уфа,completed,5,29142.41,8742.723,2026-03,2026,1
1737,515,2026-03-14 23:48:58.277983,Екатеринбург,completed,10,24809.03,7442.708999999999,2026-03,2026,1
1748,793,2026-03-14 23:48:58.277983,Самара,completed,7,36924.81,11077.443,2026-03,2026,1
1606,475,2026-03-14 23:48:58.277983,Красноярск,completed,4,21525.56,6457.668000000001,2026-03,2026,1
1782,809,2026-03-14 23:48:58.277983,Ростов-на-Дону,processing,9,23512.67,7053.8009999999995,2026-03,2026,1
1565,993,2026-03-14 23:48:58.277983,Красноярск,processing,7,15589.849999999999,4676.954999999999,2026-03,2026,1
1919,215,2026-03-14 23:48:58.277983,Москва,completed,8,34237.630000000005,10271.289,2026-03,2026,1
2315,491,2026-03-14 23:48:58.279317,Новосибирск,completed,4,10301.92,3090.576,2026-03,2026,1
2470,702,2026-03-14 23:48:58.279317,Уфа,cancelled,3,12856.5,3856.95,2026-03,2026,1
3112,917,2026-03-14 23:48:58.280948,Нижний Новгород,cancelled,10,35082.229999999996,10524.668999999998,2026-03,2026,1
3310,789,2026-03-14 23:48:58.280948,Красноярск,completed,9,34824.18,10447.253999999999,2026-03,2026,1
3120,860,2026-03-14 23:48:58.280948,Ростов-на-Дону,completed,2,6161.57,1848.4709999999998,2026-03,2026,1
2962,453,2026-03-14 23:48:58.280948,Самара,completed,6,37856.26,11356.878,2026-03,2026,1
3520,408,2026-03-14 23:48:58.282485,Уфа,completed,2,8517.85,2555.355,2026-03,2026,1
3523,793,2026-03-14 23:48:58.282485,Самара,completed,7,26993.71,8098.112999999999,2026-03,2026,1
3364,403,2026-03-14 23:48:58.282485,Самара,completed,9,41161.13,12348.338999999998,2026-03,2026,1
3998,27,2026-03-14 23:48:58.283920,Санкт-Петербург,completed,11,32993.54,9898.062,2026-03,2026,1
4008,541,2026-03-14 23:48:58.283920,Уфа,completed,8,34213.83,10264.149,2026-03,2026,1
3996,986,2026-03-14 23:48:58.283920,Нижний Новгород,cancelled,3,5869.2,1760.76,2026-03,2026,1
4400,759,2026-03-14 23:48:58.284934,Красноярск,completed,6,26239.55,7871.865,2026-03,2026,1
4635,241,2026-03-14 23:48:58.285929,Екатеринбург,completed,6,25973.71,7792.112999999999,2026-03,2026,1
196,823,2026-03-15 23:48:58.273612,Самара,completed,5,17140.81,5142.243,2026-03,2026,1
409,217,2026-03-15 23:48:58.274623,Казань,processing,3,6713.87,2014.1609999999998,2026-03,2026,1
471,299,2026-03-15 23:48:58.274623,Санкт-Петербург,cancelled,4,8808.67,2642.601,2026-03,2026,1
480,852,2026-03-15 23:48:58.274623,Красноярск,completed,11,33867.83,10160.349,2026-03,2026,1
488,519,2026-03-15 23:48:58.274623,Санкт-Петербург,completed,5,26074.53,7822.3589999999995,2026-03,2026,1
468,971,2026-03-15 23:48:58.274623,Самара,completed,2,16612.620000000003,4983.786000000001,2026-03,2026,1
548,551,2026-03-15 23:48:58.274623,Самара,cancelled,3,2367.4,710.22,2026-03,2026,1
596,285,2026-03-15 23:48:58.274623,Самара,completed,6,17673.579999999998,5302.074,2026-03,2026,1
844,256,2026-03-15 23:48:58.275959,Нижний Новгород,completed,1,7798.4,2339.52,2026-03,2026,1
1300,314,2026-03-15 23:48:58.276965,Уфа,processing,6,34393.63,10318.088999999998,2026-03,2026,1
1163,624,2026-03-15 23:48:58.276965,Новосибирск,completed,7,36165.95,10849.784999999998,2026-03,2026,1
1459,257,2026-03-15 23:48:58.276965,Красноярск,completed,10,35830.23,10749.069000000001,2026-03,2026,1
1197,295,2026-03-15 23:48:58.276965,Новосибирск,cancelled,9,30224.13,9067.239,2026-03,2026,1
1770,352,2026-03-15 23:48:58.277983,Ростов-на-Дону,completed,3,6107.67,1832.301,2026-03,2026,1
1777,145,2026-03-15 23:48:58.277983,Москва,cancelled,7,25379.36,7613.808,2026-03,2026,1
2035,834,2026-03-15 23:48:58.277983,Новосибирск,processing,7,21895.59,6568.677,2026-03,2026,1
2253,427,2026-03-15 23:48:58.279317,Москва,completed,2,930.12,279.036,2026-03,2026,1
2490,132,2026-03-15 23:48:58.280322,Самара,completed,6,18230.0,5469.0,2026-03,2026,1
2541,411,2026-03-15 23:48:58.280322,Самара,processing,4,17771.46,5331.437999999999,2026-03,2026,1
3213,488,2026-03-15 23:48:58.280948,Красноярск,cancelled,2,9381.01,2814.303,2026-03,2026,1
3221,229,2026-03-15 23:48:58.280948,Казань,completed,5,14965.82,4489.746,2026-03,2026,1
3143,994,2026-03-15 23:48:58.280948,Санкт-Петербург,cancelled,12,39103.32,11730.996,2026-03,2026,1
3665,281,2026-03-15 23:48:58.282485,Екатеринбург,cancelled,3,653.84,196.15200000000002,2026-03,2026,1
3589,815,2026-03-15 23:48:58.282485,Казань,completed,6,24759.53,7427.8589999999995,2026-03,2026,1
3375,655,2026-03-15 23:48:58.282485,Нижний Новгород,cancelled,9,29892.739999999998,8967.821999999998,2026-03,2026,1
3975,493,2026-03-15 23:48:58.283920,Санкт-Петербург,completed,3,7206.51,2161.953,2026-03,2026,1
3875,814,2026-03-15 23:48:58.283920,Самара,completed,1,10697.13,3209.1389999999997,2026-03,2026,1
3984,796,2026-03-15 23:48:58.283920,Санкт-Петербург,cancelled,2,6385.19,1915.5569999999998,2026-03,2026,1
4363,752,2026-03-15 23:48:58.284934,Ростов-на-Дону,completed,3,11872.46,3561.738,2026-03,2026,1
4235,86,2026-03-15 23:48:58.284934,Уфа,completed,3,15692.310000000001,4707.693,2026-03,2026,1
174,816,2026-03-16 23:48:58.273612,Екатеринбург,cancelled,9,32594.41,9778.323,2026-03,2026,1
122,75,2026-03-16 23:48:58.273612,Санкт-Петербург,completed,1,7847.2,2354.16,2026-03,2026,1
648,798,2026-03-16 23:48:58.274623,Новосибирск,completed,10,20293.97,6088.191,2026-03,2026,1
1107,536,2026-03-16 23:48:58.275959,Нижний Новгород,cancelled,11,34669.78,10400.934,2026-03,2026,1
830,315,2026-03-16 23:48:58.275959,Красноярск,completed,5,32002.09,9600.627,2026-03,2026,1
954,767,2026-03-16 23:48:58.275959,Новосибирск,completed,11,41816.15,12544.845,2026-03,2026,1
1405,211,2026-03-16 23:48:58.276965,Казань,completed,9,20100.59,6030.177,2026-03,2026,1
1713,791,2026-03-16 23:48:58.277983,Красноярск,completed,7,24588.97,7376.691,2026-03,2026,1
1844,502,2026-03-16 23:48:58.277983,Самара,completed,3,12873.61,3862.083,2026-03,2026,1
1578,9,2026-03-16 23:48:58.277983,Новосибирск,completed,5,28166.04,8449.812,2026-03,2026,1
1816,317,2026-03-16 23:48:58.277983,Уфа,cancelled,7,38381.69,11514.507,2026-03,2026,1
1630,803,2026-03-16 23:48:58.277983,Екатеринбург,completed,4,15620.730000000001,4686.219,2026-03,2026,1
2007,857,2026-03-16 23:48:58.277983,Казань,cancelled,2,5830.83,1749.249,2026-03,2026,1
2209,646,2026-03-16 23:48:58.279317,Ростов-на-Дону,completed,1,9467.43,2840.229,2026-03,2026,1
2093,494,2026-03-16 23:48:58.279317,Новосибирск,completed,3,7709.58,2312.874,2026-03,2026,1
2197,978,2026-03-16 23:48:58.279317,Санкт-Петербург,completed,10,40893.03999999999,12267.911999999998,2026-03,2026,1
2594,87,2026-03-16 23:48:58.280322,Новосибирск,completed,1,806.65,241.99499999999998,2026-03,2026,1
3319,782,2026-03-16 23:48:58.280948,Москва,processing,9,20735.67,6220.700999999999,2026-03,2026,1
3333,847,2026-03-16 23:48:58.280948,Нижний Новгород,processing,5,24901.52,7470.456,2026-03,2026,1
3429,651,2026-03-16 23:48:58.282485,Москва,completed,4,1546.59,463.977,2026-03,2026,1
3398,400,2026-03-16 23:48:58.282485,Уфа,completed,4,14031.17,4209.351,2026-03,2026,1
3906,740,2026-03-16 23:48:58.283920,Санкт-Петербург,completed,7,16288.23,4886.469,2026-03,2026,1
4469,494,2026-03-16 23:48:58.284934,Новосибирск,completed,2,10206.19,3061.857,2026-03,2026,1
4302,6,2026-03-16 23:48:58.284934,Красноярск,completed,12,32785.0,9835.5,2026-03,2026,1
4479,639,2026-03-16 23:48:58.284934,Нижний Новгород,completed,10,47811.69,14343.507,2026-03,2026,1
4913,330,2026-03-16 23:48:58.285929,Санкт-Петербург,processing,4,6837.509999999999,2051.2529999999997,2026-03,2026,1
4805,724,2026-03-16 23:48:58.285929,Уфа,completed,3,12717.95,3815.385,2026-03,2026,1
4915,275,2026-03-16 23:48:58.285929,Ростов-на-Дону,completed,7,43300.270000000004,12990.081,2026-03,2026,1
4874,791,2026-03-16 23:48:58.285929,Красноярск,completed,4,8941.83,2682.549,2026-03,2026,1
4823,429,2026-03-16 23:48:58.285929,Новосибирск,completed,10,49145.86,14743.758,2026-03,2026,1
24,851,2026-03-17 23:48:58.273612,Санкт-Петербург,completed,7,21995.13,6598.539,2026-03,2026,1
749,162,2026-03-17 23:48:58.274623,Уфа,completed,9,45465.31,13639.592999999999,2026-03,2026,1
763,382,2026-03-17 23:48:58.274623,Нижний Новгород,cancelled,3,11449.2,3434.76,2026-03,2026,1
638,631,2026-03-17 23:48:58.274623,Красноярск,completed,6,28258.82,8477.645999999999,2026-03,2026,1
557,419,2026-03-17 23:48:58.274623,Ростов-на-Дону,completed,12,34355.03,10306.509,2026-03,2026,1
852,667,2026-03-17 23:48:58.275959,Уфа,completed,5,24250.670000000002,7275.201,2026-03,2026,1
1097,30,2026-03-17 23:48:58.275959,Красноярск,cancelled,1,8757.45,2627.235,2026-03,2026,1
1053,712,2026-03-17 23:48:58.275959,Нижний Новгород,cancelled,3,17881.89,5364.567,2026-03,2026,1
1035,910,2026-03-17 23:48:58.275959,Уфа,completed,6,16302.310000000001,4890.693,2026-03,2026,1
1494,882,2026-03-17 23:48:58.276965,Красноярск,completed,4,15074.17,4522.251,2026-03,2026,1
1199,427,2026-03-17 23:48:58.276965,Москва,completed,6,33487.91,10046.373000000001,2026-03,2026,1
1268,297,2026-03-17 23:48:58.276965,Новосибирск,completed,3,15273.279999999999,4581.9839999999995,2026-03,2026,1
1798,356,2026-03-17 23:48:58.277983,Уфа,completed,3,12549.17,3764.7509999999997,2026-03,2026,1
2014,318,2026-03-17 23:48:58.277983,Уфа,cancelled,6,37029.36,11108.807999999999,2026-03,2026,1
2099,80,2026-03-17 23:48:58.279317,Казань,cancelled,1,11304.86,3391.458,2026-03,2026,1
2238,124,2026-03-17 23:48:58.279317,Уфа,processing,8,32438.53,9731.559,2026-03,2026,1
2157,107,2026-03-17 23:48:58.279317,Новосибирск,completed,5,8401.81,2520.5429999999997,2026-03,2026,1
2637,765,2026-03-17 23:48:58.280322,Санкт-Петербург,completed,3,13877.74,4163.322,2026-03,2026,1
2710,178,2026-03-17 23:48:58.280322,Уфа,processing,10,34048.2,10214.46,2026-03,2026,1
2683,372,2026-03-17 23:48:58.280322,Санкт-Петербург,completed,2,19109.68,5732.9039999999995,2026-03,2026,1
2742,408,2026-03-17 23:48:58.280948,Уфа,completed,5,23412.84,7023.852,2026-03,2026,1
3318,436,2026-03-17 23:48:58.280948,Екатеринбург,completed,7,26297.260000000002,7889.178,2026-03,2026,1
2892,931,2026-03-17 23:48:58.280948,Нижний Новгород,completed,3,2447.84,734.352,2026-03,2026,1
3453,821,2026-03-17 23:48:58.282485,Красноярск,cancelled,7,20552.98,6165.893999999999,2026-03,2026,1
3950,394,2026-03-17 23:48:58.283920,Красноярск,cancelled,8,22767.42,6830.226,2026-03,2026,1
4451,958,2026-03-17 23:48:58.284934,Уфа,cancelled,12,25603.92,7681.1759999999995,2026-03,2026,1
4218,216,2026-03-17 23:48:58.284934,Санкт-Петербург,completed,14,54838.98,16451.694,2026-03,2026,1
4415,950,2026-03-17 23:48:58.284934,Казань,completed,3,1603.02,480.90599999999995,2026-03,2026,1
195,791,2026-03-18 23:48:58.273612,Красноярск,cancelled,7,24385.98,7315.794,2026-03,2026,1
181,152,2026-03-18 23:48:58.273612,Казань,completed,4,20705.6,6211.679999999999,2026-03,2026,1
276,120,2026-03-18 23:48:58.273612,Нижний Новгород,completed,9,33290.83,9987.249,2026-03,2026,1
95,478,2026-03-18 23:48:58.273612,Красноярск,processing,7,28429.45,8528.835,2026-03,2026,1
430,191,2026-03-18 23:48:58.274623,Нижний Новгород,processing,9,41197.95,12359.384999999998,2026-03,2026,1
295,83,2026-03-18 23:48:58.274623,Казань,cancelled,5,14146.689999999999,4244.007,2026-03,2026,1
624,532,2026-03-18 23:48:58.274623,Ростов-на-Дону,completed,7,21616.54,6484.962,2026-03,2026,1
1007,123,2026-03-18 23:48:58.275959,Самара,completed,11,32398.03,9719.409,2026-03,2026,1
961,886,2026-03-18 23:48:58.275959,Екатеринбург,completed,11,35095.67,10528.701,2026-03,2026,1
997,970,2026-03-18 23:48:58.275959,Екатеринбург,completed,2,7648.62,2294.586,2026-03,2026,1
924,624,2026-03-18 23:48:58.275959,Новосибирск,cancelled,3,13182.3,3954.6899999999996,2026-03,2026,1
1411,283,2026-03-18 23:48:58.276965,Красноярск,completed,3,7840.36,2352.1079999999997,2026-03,2026,1
1476,188,2026-03-18 23:48:58.276965,Санкт-Петербург,completed,9,41863.95,12559.185,2026-03,2026,1
1617,399,2026-03-18 23:48:58.277983,Нижний Новгород,completed,9,27783.29,8334.987,2026-03,2026,1
2055,211,2026-03-18 23:48:58.277983,Казань,completed,6,30933.21,9279.963,2026-03,2026,1
1661,537,2026-03-18 23:48:58.277983,Санкт-Петербург,completed,2,2323.84,697.152,2026-03,2026,1
2136,389,2026-03-18 23:48:58.279317,Ростов-на-Дону,cancelled,7,27625.16,8287.547999999999,2026-03,2026,1
3092,860,2026-03-18 23:48:58.280948,Ростов-на-Дону,completed,4,23470.26,7041.0779999999995,2026-03,2026,1
2789,292,2026-03-18 23:48:58.280948,Санкт-Петербург,cancelled,6,25327.48,7598.244,2026-03,2026,1
3102,906,2026-03-18 23:48:58.280948,Санкт-Петербург,completed,3,7313.93,2194.179,2026-03,2026,1
2954,412,2026-03-18 23:48:58.280948,Ростов-на-Дону,cancelled,3,16063.330000000002,4818.999000000001,2026-03,2026,1
3294,310,2026-03-18 23:48:58.280948,Москва,completed,8,19015.1,5704.53,2026-03,2026,1
3150,125,2026-03-18 23:48:58.280948,Красноярск,processing,6,24184.0,7255.2,2026-03,2026,1
3504,467,2026-03-18 23:48:58.282485,Москва,completed,4,28116.55,8434.965,2026-03,2026,1
3806,820,2026-03-18 23:48:58.282485,Казань,cancelled,2,12187.29,3656.1870000000004,2026-03,2026,1
4087,270,2026-03-18 23:48:58.283920,Екатеринбург,completed,6,16629.05,4988.714999999999,2026-03,2026,1
4082,940,2026-03-18 23:48:58.283920,Новосибирск,completed,9,45712.34,13713.702,2026-03,2026,1
4064,913,2026-03-18 23:48:58.283920,Екатеринбург,completed,6,18298.87,5489.660999999999,2026-03,2026,1
4057,827,2026-03-18 23:48:58.283920,Новосибирск,cancelled,3,8810.53,2643.159,2026-03,2026,1
4555,190,2026-03-18 23:48:58.284934,Екатеринбург,cancelled,7,24592.79,7377.8369999999995,2026-03,2026,1
4416,478,2026-03-18 23:48:58.284934,Красноярск,completed,10,22929.77,6878.931,2026-03,2026,1
4272,432,2026-03-18 23:48:58.284934,Новосибирск,completed,1,10342.26,3102.678,2026-03,2026,1
4663,819,2026-03-18 23:48:58.285929,Санкт-Петербург,completed,9,33069.25,9920.775,2026-03,2026,1
517,112,2026-03-19 23:48:58.274623,Новосибирск,completed,2,14142.93,4242.879,2026-03,2026,1
632,657,2026-03-19 23:48:58.274623,Екатеринбург,completed,5,7200.05,2160.015,2026-03,2026,1
503,475,2026-03-19 23:48:58.274623,Красноярск,processing,4,13913.77,4174.131,2026-03,2026,1
590,780,2026-03-19 23:48:58.274623,Нижний Новгород,completed,9,35510.79,10653.237,2026-03,2026,1
1103,722,2026-03-19 23:48:58.275959,Красноярск,processing,12,14407.150000000001,4322.145,2026-03,2026,1
1078,369,2026-03-19 23:48:58.275959,Москва,completed,9,43671.68,13101.503999999999,2026-03,2026,1
1528,360,2026-03-19 23:48:58.276965,Ростов-на-Дону,processing,5,12868.34,3860.502,2026-03,2026,1
1276,306,2026-03-19 23:48:58.276965,Санкт-Петербург,cancelled,12,36993.99,11098.196999999998,2026-03,2026,1
1954,579,2026-03-19 23:48:58.277983,Москва,completed,7,52738.94,15821.682,2026-03,2026,1
2140,392,2026-03-19 23:48:58.279317,Новосибирск,completed,3,2001.75,600.525,2026-03,2026,1
2152,346,2026-03-19 23:48:58.279317,Уфа,cancelled,2,3774.96,1132.488,2026-03,2026,1
2283,766,2026-03-19 23:48:58.279317,Уфа,completed,3,10373.25,3111.975,2026-03,2026,1
2222,963,2026-03-19 23:48:58.279317,Самара,processing,3,3356.75,1007.025,2026-03,2026,1
2557,511,2026-03-19 23:48:58.280322,Екатеринбург,completed,3,11799.09,3539.727,2026-03,2026,1
2733,745,2026-03-19 23:48:58.280322,Самара,completed,8,37684.85,11305.455,2026-03,2026,1
2539,675,2026-03-19 23:48:58.280322,Санкт-Петербург,completed,4,12905.54,3871.6620000000003,2026-03,2026,1
2535,962,2026-03-19 23:48:58.280322,Красноярск,completed,9,57293.77,17188.130999999998,2026-03,2026,1
2559,620,2026-03-19 23:48:58.280322,Москва,completed,8,28980.949999999997,8694.284999999998,2026-03,2026,1
2880,627,2026-03-19 23:48:58.280948,Казань,completed,6,25403.02,7620.906,2026-03,2026,1
2997,379,2026-03-19 23:48:58.280948,Санкт-Петербург,processing,3,8510.52,2553.156,2026-03,2026,1
3239,852,2026-03-19 23:48:58.280948,Красноярск,completed,7,26549.11,7964.733,2026-03,2026,1
3142,869,2026-03-19 23:48:58.280948,Санкт-Петербург,completed,7,17028.03,5108.409,2026-03,2026,1
3629,433,2026-03-19 23:48:58.282485,Самара,completed,7,29585.399999999998,8875.619999999999,2026-03,2026,1
3734,354,2026-03-19 23:48:58.282485,Казань,processing,4,12787.83,3836.3489999999997,2026-03,2026,1
3427,398,2026-03-19 23:48:58.282485,Уфа,cancelled,11,25867.07,7760.120999999999,2026-03,2026,1
3501,724,2026-03-19 23:48:58.282485,Уфа,completed,7,25343.84,7603.152,2026-03,2026,1
3772,936,2026-03-19 23:48:58.282485,Нижний Новгород,completed,3,2336.39,700.9169999999999,2026-03,2026,1
3959,186,2026-03-19 23:48:58.283920,Самара,completed,3,20867.02,6260.106,2026-03,2026,1
4440,447,2026-03-19 23:48:58.284934,Новосибирск,completed,4,14076.17,4222.851,2026-03,2026,1
4435,832,2026-03-19 23:48:58.284934,Уфа,cancelled,6,26392.409999999996,7917.722999999998,2026-03,2026,1
4531,512,2026-03-19 23:48:58.284934,Красноярск,completed,2,6188.6,1856.58,2026-03,2026,1
4691,17,2026-03-19 23:48:58.285929,Ростов-на-Дону,completed,8,35032.31,10509.693,2026-03,2026,1
4656,955,2026-03-19 23:48:58.285929,Новосибирск,completed,6,19975.75,5992.724999999999,2026-03,2026,1
4933,738,2026-03-19 23:48:58.285929,Москва,completed,2,1800.86,540.2579999999999,2026-03,2026,1
172,340,2026-03-20 23:48:58.273612,Красноярск,completed,5,17706.87,5312.061,2026-03,2026,1
243,582,2026-03-20 23:48:58.273612,Самара,completed,9,20746.7,6224.01,2026-03,2026,1
311,613,2026-03-20 23:48:58.274623,Санкт-Петербург,cancelled,7,32311.690000000002,9693.507,2026-03,2026,1
1532,333,2026-03-20 23:48:58.276965,Казань,processing,1,5640.03,1692.0089999999998,2026-03,2026,1
1174,354,2026-03-20 23:48:58.276965,Казань,completed,4,19907.89,5972.366999999999,2026-03,2026,1
1193,631,2026-03-20 23:48:58.276965,Красноярск,cancelled,5,17596.41,5278.923,2026-03,2026,1
1181,428,2026-03-20 23:48:58.276965,Новосибирск,cancelled,6,24999.62,7499.8859999999995,2026-03,2026,1
1906,166,2026-03-20 23:48:58.277983,Уфа,completed,5,21420.52,6426.156,2026-03,2026,1
1947,945,2026-03-20 23:48:58.277983,Уфа,completed,9,51460.38,15438.113999999998,2026-03,2026,1
2336,969,2026-03-20 23:48:58.279317,Красноярск,completed,4,18689.199999999997,5606.759999999999,2026-03,2026,1
2355,820,2026-03-20 23:48:58.279317,Казань,cancelled,9,47528.55,14258.565,2026-03,2026,1
2149,473,2026-03-20 23:48:58.279317,Санкт-Петербург,cancelled,7,19761.79,5928.537,2026-03,2026,1
2150,248,2026-03-20 23:48:58.279317,Уфа,processing,2,13919.16,4175.748,2026-03,2026,1
2154,11,2026-03-20 23:48:58.279317,Уфа,completed,6,35211.45,10563.435,2026-03,2026,1
2537,504,2026-03-20 23:48:58.280322,Красноярск,completed,6,20166.07,6049.821,2026-03,2026,1
2605,708,2026-03-20 23:48:58.280322,Нижний Новгород,completed,11,30349.69,9104.907,2026-03,2026,1
2576,583,2026-03-20 23:48:58.280322,Самара,completed,7,20714.96,6214.487999999999,2026-03,2026,1
