user_id,registration_date,city,age
153,2026-05-10 07:35:10,Москва,42
154,2026-08-23 01:07:55,Екатеринбург,68
155,2026-08-20 17:32:27,Самара,36
156,2026-01-04 07:04:02,Ростов-на-Дону,62
157,2025-12-14 12:14:04,Уфа,60
158,2026-07-10 08:07:23,Самара,27
159,2026-06-17 15:48:26,Новосибирск,36
160,2026-06-30 19:45:52,Новосибирск,21
161,2025-11-17 14:51:01,Красноярск,65
162,2026-06-03 21:56:27,Уфа,21
163,2025-10-03 00:58:27,Нижний Новгород,21
164,2026-01-05 16:56:25,Москва,55
165,2026-07-16 10:18:21,Самара,50
166,2025-12-21 19:24:03,Уфа,28
167,2025-11-14 06:42:42,Москва,50
168,2026-08-15 11:17:11,Санкт-Петербург,29
169,2025-11-14 05:21:33,Санкт-Петербург,56
170,2026-03-10 18:26:13,Санкт-Петербург,61
171,2026-04-11 08:21:48,Новосибирск,43
172,2025-10-07 18:16:43,Санкт-Петербург,54
173,2026-09-02 16:54:29,Новосибирск,55
174,2025-12-24 22:19:51,Красноярск,20
175,2026-08-16 15:55:43,Красноярск,23
176,2026-08-04 01:21:48,Ростов-на-Дону,60
177,2026-05-01 22:52:56,Красноярск,54
178,2026-08-15 11:56:00,Уфа,38
179,2026-08-29 14:51:25,Екатеринбург,31
180,2025-11-15 00:58:00,Нижний Новгород,33
181,2026-01-22 09:01:53,Екатеринбург,43
182,2026-03-25 01:22:14,Казань,60
183,2026-03-04 03:39:43,Екатеринбург,47
184,2026-02-24 23:58:35,Нижний Новгород,66
185,2026-01-30 17:15:41,Санкт-Петербург,18
186,2025-09-30 13:02:14,Самара,57
187,2025-10-19 20:02:07,Красноярск,24
188,2026-07-06 15:07:52,Санкт-Петербург,52
189,2026-01-05 06:11:19,Новосибирск,50
190,2025-12-24 18:08:56,Екатеринбург,26
191,2026-03-04 12:30:26,Нижний Новгород,22
192,2026-02-14 15:12:22,Новосибирск,41
193,2025-11-24 16:05:58,Екатеринбург,28
194,2026-04-21 04:39:43,Самара,52
195,2026-07-16 15:53:32,Екатеринбург,57
196,2026-08-20 00:53:14,Уфа,18
197,2026-04-11 19:16:29,Уфа,37
198,2026-07-13 08:27:53,Санкт-Петербург,26
199,2025-11-26 15:04:36,Екатеринбург,25
200,2026-01-24 16:30:46,Санкт-Петербург,65
201,2026-02-27 14:50:08,Уфа,27
202,2026-04-14 02:47:54,Екатеринбург,36
203,2026-02-03 04:23:19,Красноярск,31
204,2025-11-22 02:08:55,Нижний Новгород,31
205,2026-05-23 10:14:11,Екатеринбург,50
206,2026-06-21 22:27:37,Самара,34
207,2026-03-04 23:42:46,Москва,23
208,2026-01-17 07:17:22,Ростов-на-Дону,35
209,2026-03-29 05:34:08,Москва,18
210,2025-10-31 22:15:09,Нижний Новгород,67
211,2026-08-20 05:07:42,Казань,58
212,2025-12-06 05:42:10,Екатеринбург,28
213,2026-03-18 08:48:48,Самара,53
214,2026-05-16 19:51:14,Ростов-на-Дону,53
215,2026-03-17 06:47:50,Москва,25
216,2026-07-13 04:10:08,Санкт-Петербург,62
217,2026-08-01 17:16:45,Казань,52
218,2025-12-23 14:23:53,Москва,41
219,2026-06-30 08:45:11,Красноярск,53
220,2026-03-21 18:12:40,Казань,45
221,2026-02-23 10:25:31,Казань,20
222,2025-12-31 13:16:57,Екатеринбург,41
223,2026-02-07 00:06:09,Москва,40
224,2026-03-26 00:35:12,Новосибирск,61
225,2026-03-31 22:39:12,Новосибирск,60
226,2026-08-01 02:49:59,Санкт-Петербург,40
227,2026-08-07 20:20:26,Уфа,44
228,2025-09-15 12:55:29,Красноярск,65
229,2026-01-22 21:57:59,Казань,33
230,2026-04-18 22:45:53,Казань,69
231,2026-07-10 04:26:40,Казань,44
232,2025-12-07 20:40:57,Москва,29
233,2026-05-09 06:47:34,Нижний Новгород,68
234,2026-06-29 18:49:18,Ростов-на-Дону,69
235,2026-07-09 05:19:43,Новосибирск,35
236,2025-09-11 14:44:35,Казань,68
237,2026-01-14 08:05:51,Санкт-Петербург,42
238,2025-09-10 17:58:43,Москва,48
239,2025-09-23 07:08:24,Новосибирск,30
240,2025-11-06 21:06:41,Самара,40
241,2026-01-05 10:37:15,Екатеринбург,70
242,2026-02-04 13:35:57,Новосибирск,32
243,2025-12-06 04:37:46,Москва,60
244,2025-11-20 14:49:38,Новосибирск,43
245,2025-10-22 07:24:17,Нижний Новгород,35
246,2026-05-03 17:02:47,Санкт-Петербург,67
247,2025-09-21 20:31:50,Екатеринбург,40
248,2026-06-17 22:40:31,Уфа,43
249,2026-07-31 17:58:39,Уфа,39
250,2026-04-15 00:26:05,Москва,25
251,2026-03-23 20:47:11,Екатеринбург,29
252,2026-07-01 02:00:19,Красноярск,34
253,2025-12-12 17:45:25,Москва,24
254,2026-08-31 19:40:04,Красноярск,45
255,2026-01-23 20:56:58,Нижний Новгород,64
256,2026-07-31 08:37:19,Нижний Новгород,45
257,2026-06-13 07:13:06,Красноярск,50
258,2026-04-06 05:40:49,Санкт-Петербург,42
259,2026-02-27 21:53:46,Красноярск,30
260,2026-05-22 06:58:21,Екатеринбург,20
261,2026-02-15 05:33:28,Ростов-на-Дону,18
262,2026-08-06 01:31:12,Уфа,69
263,2026-02-05 16:22:07,Уфа,61
264,2026-02-23 03:58:27,Новосибирск,41
265,2026-07-16 13:25:44,Ростов-на-Дону,22
266,2025-12-04 22:32:43,Нижний Новгород,57
267,2026-08-13 06:02:22,Нижний Новгород,60
268,2026-03-04 18:31:54,Санкт-Петербург,64
269,2025-10-15 11:46:31,Екатеринбург,50
270,2025-10-14 14:07:15,Екатеринбург,60
271,2025-12-05 11:02:53,Ростов-на-Дону,38
272,2025-10-27 04:30:16,Ростов-на-Дону,62
273,2026-05-23 12:09:38,Екатеринбург,53
274,2025-12-04 05:23:32,Казань,30
275,2026-06-16 09:20:21,Ростов-на-Дону,60
276,2026-02-15 22:49:04,Ростов-на-Дону,61
277,2026-01-17 07:50:28,Казань,57
278,2026-05-27 07:18:42,Красноярск,37
279,2026-04-15 19:58:27,Ростов-на-Дону,53
280,2025-11-13 01:39:03,Москва,37
281,2026-08-31 18:33:06,Екатеринбург,31
282,2026-07-20 23:09:10,Ростов-на-Дону,68
283,2026-04-23 22:39:52,Красноярск,56
284,2026-05-01 17:51:11,Нижний Новгород,47
285,2025-10-10 23:17:58,Самара,46
286,2026-03-20 06:12:18,Новосибирск,50
287,2026-08-03 09:07:40,Самара,68
288,2026-05-17 17:30:15,Казань,60
289,2026-08-20 23:06:54,Санкт-Петербург,36
290,2026-06-10 23:30:50,Уфа,60
291,2026-06-15 22:52:53,Красноярск,39
292,2026-02-23 08:55:12,Санкт-Петербург,70
293,2025-09-20 18:20:56,Новосибирск,61
294,2025-09-12 02:13:49,Екатеринбург,32
295,2026-07-05 09:19:09,Новосибирск,27
296,2025-11-03 05:50:19,Москва,20
297,2026-06-05 19:29:10,Новосибирск,48
298,2026-01-21 19:21:49,Красноярск,67
299,2025-09-15 06:10:22,Санкт-Петербург,47
300,2026-03-09 14:47:15,Ростов-на-Дону,58
301,2026-04-20 17:27:16,Красноярск,30
302,2026-07-21 05:13:52,Ростов-на-Дону,49
303,2025-10-31 08:17:30,Ростов-на-Дону,33
304,2026-04-19 06:28:57,Казань,59
305,2026-05-26 12:04:56,Москва,66
306,2025-10-31 20:45:09,Санкт-Петербург,67
307,2026-04-29 18:08:38,Ростов-на-Дону,32
308,2026-04-11 07:41:34,Казань,69
309,2026-02-08 23:53:08,Уфа,47
310,2025-12-17 08:04:32,Москва,53
311,2026-07-07 01:39:46,Новосибирск,25
312,2026-04-04 09:34:13,Самара,26
313,2026-04-24 03:11:20,Самара,60
314,2025-09-17 20:28:10,Уфа,53
315,2025-09-18 21:21:48,Красноярск,38
316,2025-09-23 13:23:31,Самара,57
317,2025-10-11 06:57:40,Уфа,45
318,2025-10-23 00:36:08,Уфа,46
319,2026-04-02 12:24:51,Казань,65
320,2025-12-18 06:27:24,Самара,46
321,2026-03-18 08:51:19,Екатеринбург,66
322,2026-09-06 21:33:19,Новосибирск,58
323,2026-01-18 16:49:01,Екатеринбург,67
324,2026-04-25 23:39:31,Уфа,49
325,2026-06-08 14:54:17,Новосибирск,35
326,2026-04-12 10:04:54,Самара,22
327,2025-10-10 20:40:42,Екатеринбург,33
328,2025-09-19 03:52:16,Екатеринбург,39
329,2026-01-26 01:20:42,Нижний Новгород,52
330,2026-06-04 21:23:40,Санкт-Петербург,26
331,2026-07-14 11:51:58,Казань,32
332,2026-02-14 09:45:56,Ростов-на-Дону,62
333,2026-05-28 04:59:48,Казань,63
334,2025-12-29 10:59:43,Новосибирск,22
335,2025-11-25 06:09:13,Ростов-на-Дону,44
336,2026-05-30 09:10:36,Нижний Новгород,52
337,2025-12-08 09:03:02,Самара,44
338,2026-03-29 14:12:30,Москва,31
339,2025-11-21 13:24:02,Ростов-на-Дону,42
340,2025-12-08 12:01:09,Красноярск,62
341,2025-10-10 05:05:33,Москва,66
342,2026-02-14 15:34:40,Красноярск,42
343,2026-08-30 11:15:46,Самара,18
344,2026-01-04 12:39:36,Нижний Новгород,37
345,2026-03-01 06:09:06,Ростов-на-Дону,44
346,2025-10-09 02:36:48,Уфа,65
347,2025-09-12 17:34:51,Уфа,69
348,2026-07-10 07:51:26,Красноярск,32
349,2026-01-12 21:06:23,Самара,32
350,2026-03-23 16:34:01,Екатеринбург,45
351,2025-10-25 16:25:35,Самара,19
352,2026-03-30 06:29:15,Ростов-на-Дону,39
353,2026-08-05 17:33:56,Ростов-на-Дону,64
354,2026-01-02 18:10:41,Казань,47
355,2026-01-17 01:57:31,Казань,57
356,2026-09-04 16:37:16,Уфа,19
357,2026-01-21 07:20:25,Ростов-на-Дону,55
358,2026-05-19 15:40:40,Красноярск,60
359,2025-09-19 08:59:56,Москва,23
360,2025-09-15 09:13:44,Ростов-на-Дону,26
361,2025-10-05 01:36:03,Самара,29
362,2025-10-12 12:28:25,Москва,34
363,2025-12-23 14:48:55,Ростов-на-Дону,38
364,2026-02-27 16:58:23,Новосибирск,47
365,2025-11-13 11:43:32,Нижний Новгород,39
366,2025-10-20 22:03:29,Ростов-на-Дону,35
367,2026-03-26 20:01:48,Ростов-на-Дону,34
368,2025-12-19 02:14:30,Санкт-Петербург,48
369,2026-06-09 12:51:51,Москва,65
370,2026-01-29 10:35:50,Уфа,21
371,2026-01-03 02:03:10,Нижний Новгород,32
372,2026-06-09 05:56:41,Санкт-Петербург,67
373,2025-11-17 17:57:40,Москва,66
374,2026-02-16 08:45:02,Москва,33
375,2026-05-12 16:57:11,Новосибирск,19
376,2026-02-11 07:13:54,Красноярск,27
377,2025-09-30 01:58:56,Новосибирск,26
378,2026-03-09 16:51:32,Самара,60
379,2026-07-08 01:41:44,Санкт-Петербург,54
380,2025-12-30 01:24:31,Новосибирск,47
381,2026-01-20 06:37:31,Екатеринбург,67
382,2025-09-22 10:39:05,Нижний Новгород,28
383,2025-12-11 14:12:24,Красноярск,56
384,2025-10-30 05:15:49,Санкт-Петербург,67
385,2026-03-13 13:54:07,Казань,37
386,2026-08-19 19:16:19,Санкт-Петербург,55
387,2025-10-10 01:32:08,Москва,37
388,2026-02-06 16:25:56,Красноярск,61
389,2025-09-13 15:18:05,Ростов-на-Дону,43
390,2026-01-16 02:09:32,Новосибирск,22
391,2026-01-16 23:32:27,Красноярск,62
392,2026-02-25 19:17:18,Новосибирск,24
393,2026-06-29 14:09:49,Екатеринбург,61
394,2026-03-15 06:53:40,Красноярск,69
395,2026-03-03 10:47:21,Санкт-Петербург,68
396,2025-12-09 00:32:20,Красноярск,68
397,2026-08-14 13:19:13,Москва,40
398,2026-01-13 02:00:35,Уфа,45
399,2026-07-27 19:40:21,Нижний Новгород,22
400,2025-10-20 15:07:46,Уфа,59
401,2026-08-02 02:44:53,Нижний Новгород,18
402,2026-09-05 23:59:29,Ростов-на-Дону,70
403,2025-10-22 12:48:12,Самара,24
404,2025-09-24 00:19:35,Ростов-на-Дону,41
405,2026-04-16 17:26:54,Самара,63
406,2025-09-19 17:25:44,Казань,45
407,2026-05-09 05:00:01,Казань,64
408,2026-01-10 17:16:52,Уфа,59
409,2025-11-13 09:36:53,Екатеринбург,57
410,2026-01-24 22:27:45,Уфа,67
411,2026-03-22 22:04:53,Самара,47
412,2025-12-02 21:38:39,Ростов-на-Дону,70
413,2026-09-06 05:30:50,Красноярск,35
414,2026-07-20 10:05:51,Нижний Новгород,33
415,2025-09-16 13:08:40,Санкт-Петербург,35
416,2026-07-06 21:29:24,Самара,33
417,2025-12-08 16:06:43,Самара,54
418,2025-11-19 07:51:14,Красноярск,60
419,2025-10-08 11:31:23,Ростов-на-Дону,39
420,2026-07-15 02:40:44,Москва,49
421,2026-03-24 16:12:19,Нижний Новгород,29
422,2026-02-03 05:15:08,Самара,31
423,2026-03-26 23:13:20,Нижний Новгород,69
424,2025-09-23 08:18:24,Екатеринбург,39
425,2026-05-08 13:45:32,Екатеринбург,56
426,2025-09-24 01:35:22,Екатеринбург,53
427,2026-04-09 20:52:22,Москва,51
428,2026-03-05 21:22:36,Новосибирск,23
429,2026-03-15 08:58:55,Новосибирск,64
430,2026-03-26 04:00:32,Ростов-на-Дону,49
431,2026-06-28 15:19:19,Уфа,66
432,2026-08-13 17:19:54,Новосибирск,62
433,2026-08-28 06:53:53,Самара,59
434,2025-10-12 08:46:43,Самара,46
435,2026-06-17 15:16:01,Москва,23
436,2026-04-29 00:44:31,Екатеринбург,32
437,2026-04-08 01:27:39,Ростов-на-Дону,62
438,2026-07-30 20:01:53,Новосибирск,37
439,2026-03-05 01:18:40,Красноярск,41
440,2026-08-05 16:15:55,Самара,53
441,2026-06-12 13:50:21,Уфа,40
442,2026-07-14 07:31:10,Ростов-на-Дону,65
443,2026-08-23 16:10:07,Уфа,39
444,2025-09-12 09:15:53,Нижний Новгород,62
445,2025-10-27 12:00:12,Самара,35
446,2026-04-11 13:55:11,Екатеринбург,34
447,2026-06-22 00:37:33,Новосибирск,25
448,2026-02-04 09:35:44,Новосибирск,38
449,2026-08-08 10:36:01,Санкт-Петербург,65
450,2026-01-16 11:16:36,Уфа,66
451,2025-11-15 16:39:05,Казань,30
452,2026-06-28 16:34:24,Новосибирск,65
453,2025-11-30 19:36:16,Самара,35
454,2026-04-19 22:57:22,Красноярск,66
455,2025-10-14 08:11:29,Уфа,56
456,2026-03-20 09:52:26,Екатеринбург,24
457,2025-11-10 21:27:29,Новосибирск,36
458,2026-06-01 18:15:26,Новосибирск,41
459,2026-05-01 18:04:56,Казань,37
460,2026-04-06 11:49:49,Москва,63
461,2025-12-04 06:37:35,Уфа,26
462,2026-03-10 10:35:42,Екатеринбург,20
463,2025-10-17 14:47:46,Москва,53
464,2026-05-26 00:43:19,Екатеринбург,62
465,2026-01-16 06:13:49,Казань,58
466,2026-05-14 22:38:06,Самара,24
467,2026-05-30 05:15:10,Москва,54
468,2026-04-17 08:07:07,Екатеринбург,48
469,2026-06-03 18:20:06,Самара,46
470,2026-07-20 00:36:56,Нижний Новгород,29
471,2026-02-01 13:06:14,Москва,34
472,2026-02-01 14:39:39,Самара,25
473,2025-11-02 18:57:30,Санкт-Петербург,43
474,2026-03-03 11:10:36,Самара,22
475,2025-12-28 03:43:29,Красноярск,58
476,2026-07-12 18:56:54,Москва,27
477,2026-07-23 23:55:05,Казань,69
478,2026-06-25 05:04:38,Красноярск,37
479,2025-10-08 21:27:24,Санкт-Петербург,33
480,2026-04-24 20:49:16,Санкт-Петербург,53
481,2026-08-17 04:50:51,Ростов-на-Дону,56
482,2025-11-26 01:30:55,Красноярск,68
483,2025-12-23 22:27:37,Красноярск,32
484,2026-05-01 23:57:16,Уфа,42
485,2025-09-12 23:01:22,Самара,46
486,2026-09-06 01:45:05,Екатеринбург,55
487,2026-07-18 11:12:48,Ростов-на-Дону,37
488,2026-04-19 14:10:35,Красноярск,57
489,2026-03-26 01:29:37,Москва,57
490,2026-07-14 06:14:13,Санкт-Петербург,66
491,2026-07-25 11:40:04,Новосибирск,58
492,2026-01-06 12:23:29,Новосибирск,34
493,2026-04-14 09:04:15,Санкт-Петербург,28
494,2025-12-31 02:47:28,Новосибирск,29
495,2025-10-21 04:57:38,Уфа,22
496,2025-09-21 14:25:27,Казань,18
497,2025-09-09 16:49:17,Ростов-на-Дону,46
498,2025-10-17 13:44:03,Красноярск,48
499,2026-04-11 23:54:48,Екатеринбург,20
500,2025-11-03 18:26:25,Новосибирск,36
501,2025-10-01 07:08:40,Екатеринбург,62
502,2026-06-21 18:39:47,Самара,22
503,2025-11-30 01:31:44,Новосибирск,34
504,2026-05-22 20:39:59,Красноярск,60
505,2026-02-07 15:36:43,Новосибирск,45
506,2026-03-25 19:27:25,Санкт-Петербург,52
507,2026-04-20 19:22:09,Новосибирск,59
508,2025-10-20 06:59:17,Казань,35
509,2026-04-23 10:26:26,Казань,22
510,2026-05-07 02:51:54,Москва,28
511,2026-01-08 12:08:31,Екатеринбург,56
512,2026-04-01 06:23:19,Красноярск,36
513,2026-04-01 04:38:05,Самара,25
514,2026-01-06 09:51:33,Самара,62
515,2026-07-05 13:53:57,Екатеринбург,62
516,2026-01-20 20:37:47,Ростов-на-Дону,35
517,2026-02-25 10:03:04,Уфа,52
518,2026-02-11 09:53:47,Самара,46
519,2026-01-04 14:05:52,Санкт-Петербург,56
520,2026-02-09 21:22:42,Москва,45
521,2026-05-06 11:49:33,Нижний Новгород,56
522,2026-02-04 15:01:03,Екатеринбург,19
523,2026-07-02 16:36:52,Санкт-Петербург,32
524,2026-04-19 17:42:02,Красноярск,55
525,2025-09-28 01:49:30,Москва,66
526,2025-09-09 16:40:00,Екатеринбург,54
527,2026-04-13 11:09:18,Москва,66
528,2026-06-06 03:39:47,Казань,48
529,2026-05-10 22:16:38,Уфа,59
530,2026-02-01 20:42:10,Самара,35
531,2026-03-05 06:38:11,Казань,55
532,2025-09-22 15:47:52,Ростов-на-Дону,58
533,2026-03-24 05:31:38,Самара,23
534,2026-05-06 15:08:20,Самара,40
535,2025-09-13 00:57:45,Ростов-на-Дону,39
536,2025-11-26 20:25:53,Нижний Новгород,60
537,2026-06-06 11:50:34,Санкт-Петербург,28
538,2026-06-19 21:41:27,Нижний Новгород,44
539,2026-02-08 15:02:37,Самара,36
540,2026-03-01 20:58:51,Ростов-на-Дону,70
541,2026-02-16 22:39:35,Уфа,20
542,2026-06-05 14:27:41,Самара,23
543,2026-03-23 19:54:38,Нижний Новгород,34
544,2026-07-06 11:46:29,Нижний Новгород,25
545,2026-08-28 09:27:15,Ростов-на-Дону,50
546,2026-07-26 04:34:28,Москва,60
547,2025-12-09 07:01:20,Уфа,47
548,2025-10-03 21:48:03,Ростов-на-Дону,21
549,2026-07-18 13:50:44,Новосибирск,51
550,2025-11-28 11:59:06,Нижний Новгород,57
551,2026-09-07 21:32:06,Самара,58
552,2025-10-11 04:08:13,Самара,66
553,2026-02-27 02:27:05,Москва,31
554,2026-05-02 10:53:16,Екатеринбург,53
555,2026-04-06 22:15:31,Казань,36
556,2026-06-08 10:26:49,Самара,62
557,2025-10-23 20:31:44,Самара,25
558,2026-04-29 02:37:41,Москва,58
559,2026-02-06 03:44:18,Красноярск,69
560,2025-10-09 04:37:11,Новосибирск,63
561,2026-02-06 09:55:33,Казань,37
562,2026-04-13 07:56:48,Уфа,18
563,2026-05-19 18:53:40,Уфа,44
564,2026-07-18 11:07:46,Санкт-Петербург,32
565,2025-09-13 02:14:43,Санкт-Петербург,47
566,2026-06-30 17:33:26,Санкт-Петербург,59
567,2025-12-19 18:13:28,Казань,49
568,2026-04-27 23:40:52,Екатеринбург,50
569,2026-07-15 00:23:16,Екатеринбург,44
570,2025-09-15 04:06:56,Самара,48
571,2026-08-31 11:14:17,Новосибирск,47
572,2025-12-22 20:56:33,Уфа,27
573,2026-02-06 09:16:48,Ростов-на-Дону,30
574,2026-02-20 08:38:35,Красноярск,50
575,2026-05-18 21:12:38,Казань,22
576,2026-05-13 07:13:49,Екатеринбург,67
577,2026-02-02 07:10:36,Ростов-на-Дону,39
578,2026-07-31 00:53:12,Уфа,35
579,2026-05-22 10:10:30,Москва,36
580,2026-02-15 09:53:49,Екатеринбург,55
581,2026-04-18 16:18:38,Красноярск,60
582,2026-05-04 15:26:09,Самара,27
583,2026-02-27 06:04:39,Самара,52
584,2026-01-19 15:05:58,Самара,40
585,2026-01-17 11:50:26,Нижний Новгород,53
586,2026-07-02 15:17:37,Уфа,42
587,2026-02-23 12:21:28,Самара,38
