order_id,product_id,quantity,price
147,82,3,3780.73
147,97,3,2704.74
148,55,1,4537.11
148,52,2,6151.7
148,67,2,13459.3
148,60,2,2473.74
148,39,1,1585.62
149,86,2,3526.94
149,94,3,9112.78
149,9,1,11449.96
149,18,1,7473.52
149,21,1,6172.95
150,83,2,6169.5
150,25,1,12597.77
151,29,2,2536.38
152,16,3,11225.0
152,87,1,3484.55
152,19,3,4494.32
152,42,1,9732.97
153,40,3,1987.88
153,81,3,7331.09
153,85,2,4832.92
153,16,3,11272.22
153,59,1,1520.84
154,35,1,6031.77
154,33,1,9590.03
154,55,3,2942.61
155,98,2,3757.18
155,14,1,14965.28
155,78,3,13043.73
155,31,3,7670.71
156,54,1,9751.87
156,99,2,12713.71
156,94,2,13618.6
156,82,3,5268.03
157,46,1,687.43
157,92,2,4019.79
157,64,1,9070.72
158,14,3,7574.0
158,78,3,5949.42
158,67,3,6047.51
159,14,3,12653.98
159,83,1,8846.57
159,16,1,5730.16
159,87,3,13604.95
159,54,2,10915.19
160,45,3,11927.98
161,74,3,1040.51
161,52,3,11293.6
161,56,3,13667.18
161,28,3,3120.7
162,13,2,13849.71
162,4,3,7121.04
162,33,2,12366.34
163,46,1,4511.17
163,7,2,7143.97
163,82,2,11644.86
164,27,3,11676.73
164,71,3,5167.28
165,97,2,11824.04
165,23,2,12921.37
165,43,2,9437.84
165,95,1,5089.75
166,13,3,1811.27
166,52,2,9516.1
166,82,1,11470.18
167,34,3,7538.89
167,44,2,13488.81
168,22,2,730.95
168,25,3,5002.65
169,90,3,8627.04
169,97,3,8304.69
169,51,3,10586.72
169,26,1,1812.86
169,77,3,6367.24
170,19,3,5432.38
170,46,2,2428.97
170,50,1,12752.64
171,79,3,14575.81
171,42,1,6916.77
171,6,1,8445.81
172,4,2,3754.79
172,89,1,4057.6
172,29,2,9894.48
173,19,1,4803.5
173,3,3,7507.46
174,54,3,8492.78
174,73,1,6478.69
174,67,3,6294.44
174,74,2,11328.5
175,34,2,5868.31
175,31,2,8335.35
175,10,3,2450.15
176,69,3,2367.09
176,65,3,7398.2
177,14,3,3803.45
177,45,3,10681.1
177,71,1,7246.65
178,7,2,9472.69
178,64,3,6824.67
178,22,1,8619.4
178,72,3,1334.41
178,45,2,13079.87
179,9,3,5638.98
179,93,2,8761.43
180,92,3,7616.74
181,51,1,10096.11
181,40,3,10609.49
182,43,1,8762.93
182,66,2,2591.38
182,70,3,9009.65
183,79,1,10825.65
184,76,1,11732.0
184,10,3,1422.62
184,53,3,2837.5
185,32,3,11719.15
185,23,1,927.57
186,94,1,5310.96
186,13,2,8823.04
186,88,2,12171.25
186,49,3,7378.91
187,24,1,5012.33
187,23,3,6740.23
187,33,2,1815.65
188,52,1,3786.28
188,83,3,1682.74
188,58,1,8096.08
189,78,1,14739.15
190,88,2,1884.61
191,68,1,567.58
192,40,1,12100.55
192,73,3,5935.12
192,9,1,3232.99
192,80,2,3135.91
193,45,1,13145.41
193,20,3,5925.44
194,57,3,12766.61
194,99,1,7856.27
195,4,3,1062.23
195,69,1,12204.47
195,40,2,2062.74
195,88,1,9056.54
196,13,2,3300.82
196,20,3,13839.99
197,85,3,12560.67
197,58,1,10196.22
197,9,2,4070.22
197,19,1,14425.61
198,25,2,1103.06
198,8,2,12258.16
198,85,3,11441.87
198,76,1,12792.73
199,85,3,5148.02
200,73,3,10681.99
200,67,2,11475.39
200,83,1,4597.14
200,18,2,11571.08
200,38,3,6681.63
201,49,1,7611.75
201,63,1,5161.96
201,62,3,6137.73
201,64,2,11677.22
202,68,1,3227.14
203,40,3,11343.85
204,70,1,9793.52
204,95,1,8247.24
204,7,2,6081.07
204,46,3,1260.31
204,88,2,11208.83
205,23,3,5876.95
205,90,1,13704.6
205,13,2,14274.48
205,29,3,5144.5
205,92,1,7681.49
206,82,3,726.09
206,49,1,13554.65
206,15,2,568.71
206,31,3,12297.75
206,43,1,14812.74
207,48,2,1148.97
207,19,3,4069.51
208,55,3,8772.83
208,81,2,3470.71
208,84,3,13749.17
209,89,1,6530.37
209,53,2,4532.26
209,25,2,4174.67
209,2,3,10541.59
210,90,2,2368.88
211,10,3,2158.52
211,21,2,1464.25
212,42,1,14180.8
212,33,3,10867.84
212,89,2,4629.7
212,37,2,12904.87
212,34,1,11534.34
213,26,1,8543.87
213,64,1,2343.17
213,5,2,7442.89
213,15,1,1051.45
214,24,1,11556.85
214,9,1,6821.26
214,48,2,11206.02
214,57,3,11652.34
215,99,1,11643.96
215,93,2,1134.49
215,2,1,5449.54
215,33,1,5576.7
215,26,3,1318.21
216,20,2,7831.12
216,29,1,9594.6
216,43,3,10957.13
216,4,2,1506.05
217,78,3,4673.19
217,21,1,8433.29
218,8,1,10429.06
218,53,3,8246.97
218,80,3,2963.77
219,48,1,2580.55
219,14,3,3888.1
219,49,1,8659.32
220,99,3,2234.81
220,29,3,1010.33
220,70,1,787.0
220,61,3,9849.46
221,88,3,6108.12
221,96,1,10401.78
221,79,2,5504.62
222,62,1,7086.24
222,47,1,2593.91
222,82,3,3028.12
222,50,2,13288.09
223,95,1,6760.18
223,39,1,1117.05
223,53,3,13257.17
224,52,1,12681.96
224,46,1,14157.28
225,54,2,11135.01
225,57,2,7221.0
225,44,2,10147.91
225,18,3,8184.08
226,28,3,3268.99
226,25,3,10060.23
227,47,2,8448.98
227,98,2,5934.84
227,40,1,6196.03
227,61,1,8371.02
227,58,2,13617.8
228,53,1,3391.44
228,44,3,13403.91
228,85,2,14088.27
228,56,1,14176.39
228,4,3,3493.57
229,86,1,4463.14
229,96,3,8668.78
229,20,3,6327.21
229,26,1,6463.7
229,60,1,13086.44
230,98,2,5085.11
230,98,3,8193.53
231,87,1,11910.95
232,3,1,13842.49
233,43,1,5042.76
234,26,3,2683.74
234,28,2,12689.84
234,47,3,13684.06
235,58,2,5410.0
235,23,2,4896.99
235,72,1,13561.85
235,20,1,6520.2
235,69,3,6440.36
236,71,3,7308.73
236,36,3,12795.92
236,32,1,10126.1
236,19,2,1907.5
236,6,1,13263.36
237,49,2,2971.64
237,3,3,10477.76
237,47,2,8980.92
237,24,2,13462.83
238,86,3,5485.52
238,44,1,13354.12
238,9,1,2456.68
238,39,3,6207.43
239,15,3,3358.41
239,82,2,4739.07
240,46,3,14761.78
241,3,3,13420.19
241,54,1,5795.63
241,33,1,7944.63
241,67,1,7599.33
242,7,3,3962.66
242,40,2,7009.5
243,44,1,4456.13
243,98,3,7142.27
243,11,2,8493.47
243,17,3,654.83
244,3,2,6019.73
244,61,2,6131.76
244,89,3,4419.11
244,49,2,5818.51
244,66,2,6404.33
245,17,2,10927.2
245,71,1,7588.04
245,35,1,13743.68
246,86,2,12991.45
247,3,1,12190.29
248,32,1,3068.05
249,20,3,12121.13
250,10,1,10985.05
251,80,1,2765.53
251,81,2,9649.54
251,43,3,2034.57
252,8,3,2511.37
253,24,1,10914.69
254,1,2,11978.09
255,27,1,10896.2
255,50,2,9569.05
256,61,1,10769.45
256,64,3,10740.97
257,37,3,10304.31
257,8,2,3181.45
257,1,1,3049.84
257,26,2,2586.45
258,74,1,10649.52
258,90,1,3228.88
258,42,1,2855.14
258,82,3,4802.43
258,53,3,9788.63
259,55,2,12454.79
259,95,1,8192.99
260,37,1,1437.47
260,9,2,5491.24
260,94,1,9487.76
261,11,3,11584.29
261,92,2,673.98
261,96,3,1779.36
261,76,2,10622.1
262,87,1,8753.42
262,94,2,7036.41
262,96,2,5871.43
262,39,2,5045.38
262,96,1,3807.62
263,6,3,5616.98
263,60,2,5203.33
264,60,2,7056.56
264,19,3,11383.01
264,54,1,13163.75
264,41,2,14851.55
265,52,2,702.28
265,85,1,2690.06
266,28,1,737.65
266,61,1,4427.91
267,3,2,6187.36
267,39,3,4526.21
268,63,3,10994.07
268,56,2,14236.3
269,63,3,1366.53
269,14,1,14317.78
270,78,2,2551.43
270,67,2,12152.52
270,54,2,688.03
270,40,3,2799.73
271,88,3,6720.46
271,16,3,2376.71
271,37,2,11008.97
272,48,3,14571.25
272,9,1,6982.63
273,32,1,14196.36
273,89,1,13697.12
273,41,3,13778.2
273,61,2,8547.44
274,43,3,3318.48
274,17,2,11833.13
274,74,1,10767.52
274,79,1,12293.17
274,32,2,8667.82
275,41,3,13270.56
276,97,1,9542.3
276,11,3,7618.64
276,78,3,4357.11
276,58,2,11772.78
277,92,1,5774.85
277,100,1,7369.33
277,29,3,544.27
278,80,2,8647.23
278,35,2,7528.12
278,41,3,13306.6
279,83,1,14387.02
279,77,3,2245.26
280,95,1,8090.78
281,37,1,11965.28
281,55,3,12369.5
281,2,2,4284.32
281,19,2,866.61
281,84,3,11554.42
282,48,2,11749.06
283,58,3,6039.28
283,21,3,6940.02
284,14,2,7111.18
284,26,3,9294.87
284,37,1,9003.96
285,3,1,1260.14
285,42,3,7417.97
285,19,2,12561.16
286,71,1,9618.91
286,83,2,6235.3
286,42,3,12623.06
286,5,3,4602.18
287,97,3,1071.03
287,66,1,10980.26
287,92,1,7701.81
287,9,1,2697.76
287,67,1,14131.78
288,12,2,14598.63
288,44,1,6483.31
289,64,2,8404.12
290,54,3,11951.07
290,89,1,8447.41
290,12,1,7003.22
290,15,2,3797.24
290,8,3,10411.07
291,7,3,12721.95
292,62,1,1111.55
292,98,1,14274.51
293,65,2,5182.78
293,97,3,10218.81
294,66,2,7637.3
295,71,1,1081.89
295,76,1,3528.13
295,75,2,603.71
295,90,1,8932.96
296,66,1,6259.13
296,20,3,606.57
296,81,3,9530.48
297,72,2,7907.75
297,21,1,11435.49
297,33,2,3338.7
298,51,1,9931.71
298,58,1,6960.38
298,84,3,7921.17
299,27,1,2134.06
299,50,1,11270.79
299,27,1,11516.51
299,95,3,4829.84
300,76,2,5733.61
300,7,3,9578.71
301,33,1,7910.94
301,40,1,3638.14
301,24,2,3492.11
301,93,2,10939.55
301,59,2,9226.29
302,63,2,8632.03
302,37,3,12931.71
303,10,3,2055.29
303,1,1,9479.51
304,36,1,4899.97
305,94,3,14437.52
305,13,1,5836.72
305,83,1,14578.63
305,95,2,1603.44
306,84,1,4813.31
306,5,1,4879.73
306,34,2,13986.82
306,27,1,13831.39
307,61,1,707.99
308,93,1,7101.05
309,89,3,4460.45
309,3,3,8666.84
309,9,3,10531.12
309,28,1,6264.31
309,49,1,1038.84
310,60,2,3037.83
310,2,3,13512.42
310,85,1,14411.72
310,36,3,4582.74
311,26,2,853.99
311,35,1,3904.87
311,58,1,14939.64
311,6,3,12613.19
312,72,3,7583.65
312,30,3,12802.62
312,7,2,5778.5
312,77,2,7115.73
313,70,1,5912.38
313,48,3,8489.85
313,19,2,11160.33
313,45,2,3022.46
314,48,2,14760.94
314,99,2,2640.68
314,87,2,10297.81
314,53,2,14440.1
315,78,2,13329.2
316,46,3,7265.05
316,97,3,12996.1
316,22,1,5480.08
317,77,2,8333.06
317,96,1,12840.92
318,18,1,12457.94
318,51,1,12439.93
318,15,3,8387.95
318,67,1,8844.24
318,33,3,10137.24
319,95,1,10418.16
319,43,2,2195.36
320,71,2,8085.25
320,51,1,8866.78
320,96,2,10473.11
321,29,3,9836.58
322,89,1,10884.93
322,65,1,7680.44
323,89,2,4006.58
324,39,1,8358.52
324,13,1,840.83
324,4,2,2255.6
324,24,3,1534.37
325,58,1,6617.8
325,46,3,6343.51
325,90,3,4853.12
326,48,1,4904.91
326,80,3,13833.56
326,82,3,9103.37
326,87,2,14666.7
327,41,2,950.08
327,90,2,12987.04
327,50,3,11661.92
327,55,3,9013.31
328,88,2,14922.26
328,49,1,14460.14
328,98,1,7385.64
329,12,1,4058.15
329,92,3,13873.51
329,59,2,11361.26
329,31,3,14768.0
329,5,2,4992.3
330,28,3,6453.8
330,2,3,2361.57
330,87,1,14065.3
330,57,1,7780.05
331,36,3,8693.22
331,69,3,11002.8
331,33,3,2206.19
331,67,2,3021.82
332,38,1,1077.34
332,77,2,6687.61
332,88,1,14544.19
332,10,1,7491.12
333,1,2,11748.23
333,84,1,11700.71
334,39,1,3739.63
335,64,1,10850.51
335,90,1,1972.3
335,18,1,11235.17
335,78,3,843.33
335,64,2,12017.89
336,3,3,8115.04
336,89,2,9705.06
336,14,2,7368.04
336,36,2,8580.58
337,9,1,1765.02
337,86,2,7382.07
337,65,1,13645.94
337,18,1,849.58
338,74,1,10137.29
339,85,3,5913.09
339,34,2,1468.87
339,85,1,8940.75
339,15,3,1076.46
340,19,2,2431.61
340,90,2,662.31
341,66,1,2134.91
342,75,3,628.43
342,18,2,13850.61
342,62,1,3235.67
343,62,2,3604.78
343,23,2,8518.97
343,81,3,12951.05
343,10,1,10172.69
344,19,1,7426.48
344,10,3,2888.62
344,81,2,12676.68
344,47,1,12505.65
344,53,1,11409.38
345,42,2,901.15
346,51,2,9293.33
346,29,3,13658.86
346,62,3,14266.12
347,53,3,13142.13
347,82,1,3999.44
347,67,2,7708.44
347,10,2,9197.42
347,54,1,8644.46
348,99,3,1079.25
348,36,2,4572.09
349,39,3,9276.79
349,40,2,7915.88
349,50,3,9048.64
350,88,3,9190.46
350,74,1,7305.26
350,12,3,7600.3
350,44,3,7996.46
350,81,1,4148.1
351,35,2,9119.29
351,30,2,13938.89
351,42,1,8707.22
352,40,1,12473.16
352,67,3,6467.32
352,34,3,6645.8
353,99,3,13412.98
353,18,3,4777.72
354,92,3,8517.1
354,27,2,8935.36
354,23,1,11006.59
355,82,1,3483.14
355,82,2,3154.63
355,83,2,5937.48
356,62,3,4425.74
356,73,2,8292.42
356,19,2,9286.76
356,33,1,14514.45
357,51,1,1464.92
357,33,2,7094.03
357,71,3,12406.79
357,66,3,6597.15
357,35,1,14732.88
358,77,1,7407.34
358,50,2,2231.95
358,24,1,5739.36
358,7,1,12784.03
359,14,3,8260.73
359,17,1,13923.34
359,88,2,3470.94
360,8,1,2115.76
360,80,3,4519.02
360,56,1,3842.08
360,80,3,8773.95
360,35,3,5626.5
361,20,1,8528.8
361,41,1,2991.71
362,27,3,9436.3
362,21,1,8782.98
362,79,2,12238.48
362,16,1,4069.8
363,29,1,7162.85
363,22,1,13805.57
363,36,1,545.94
363,86,2,6810.3
364,50,2,3594.12
364,13,1,6423.75
364,57,2,2680.59
364,50,3,11385.07
364,3,3,11593.31
365,87,2,6831.43
365,68,2,5170.16
366,65,3,6124.56
366,57,3,3479.31
366,19,3,1621.68
366,90,3,5976.13
367,27,1,5056.07
367,52,2,4107.1
367,38,1,6001.94
367,61,1,10454.14
368,32,3,10614.92
368,58,3,12101.46
368,50,3,5505.17
368,49,1,7618.88
368,93,2,13683.23
369,56,2,5549.34
370,47,2,7438.7
370,22,1,12877.88
370,83,3,9187.03
371,5,2,5786.29
371,98,1,1804.6
372,12,3,10582.04
372,7,2,1649.2
373,58,1,4750.72
373,56,2,13129.63
373,24,1,6437.23
374,67,1,3861.33
374,12,3,1256.12
375,37,3,7318.6
375,55,1,3925.56
376,78,3,1617.19
376,99,1,4401.14
377,69,1,11796.36
377,71,2,10986.52
378,69,1,4061.87
378,2,2,12903.41
379,66,1,7763.24
379,8,2,2456.76
379,7,2,2760.69
380,31,3,12597.06
380,74,2,7204.88
381,23,3,2093.2
381,32,1,9781.97
381,97,1,1472.57
381,49,1,508.31
382,68,2,10324.12
382,51,3,8351.3
382,52,3,7265.99
382,83,3,5632.06
383,74,3,12645.6
383,52,2,8090.32
383,53,1,7795.71
383,64,1,12170.16
383,27,1,9197.07
384,39,1,9263.74
384,53,2,5951.19
384,48,1,5060.91
385,97,1,3625.77
385,100,3,11380.04
386,76,3,2527.75
386,39,2,4045.13
386,3,1,13603.12
386,33,2,6288.97
387,48,1,7217.84
387,54,1,4057.81
387,19,3,13879.83
387,38,2,1270.23
388,50,3,13145.64
388,10,3,4762.29
388,66,3,7418.07
388,62,1,5611.0
389,40,3,2906.21
389,13,1,11292.9
390,35,1,857.91
390,28,3,8055.82
390,4,2,6349.47
390,79,2,5530.42
390,42,2,5835.53
391,75,1,13311.23
391,98,2,6784.42
391,66,1,10161.64
391,71,3,11359.59
391,65,1,14980.35
392,49,2,10078.94
392,57,3,10976.88
393,19,1,11550.58
393,26,1,9444.68
393,36,2,3693.44
394,39,1,14326.62
395,54,3,3308.13
395,20,2,8432.31
396,27,1,14869.88
396,21,1,4349.86
396,62,1,3676.87
397,87,2,2156.44
397,86,2,12269.5
398,79,3,14702.14
398,61,2,8867.13
398,71,3,5293.7
399,68,1,10182.4
399,92,3,8040.7
399,36,3,11785.29
400,29,1,6791.16
400,35,2,14129.13
401,64,3,14874.04
401,7,3,4854.97
401,33,1,12449.0
402,29,1,13270.82
402,32,2,13625.03
402,13,3,8362.03
402,47,2,11266.59
402,54,3,5302.59
403,32,1,9534.34
404,100,2,13928.81
405,56,2,12318.38
406,54,2,14686.2
406,43,2,2214.28
407,63,2,13953.61
407,51,3,3603.41
408,31,2,4026.92
408,22,2,2808.28
408,42,3,5964.29
408,11,1,1690.38
409,20,3,6713.87
410,90,3,2702.37
411,1,2,3074.81
412,38,2,10341.73
412,90,2,10157.84
413,6,1,13446.76
414,13,1,14946.58
414,11,1,9408.27
414,25,1,13507.31
415,14,2,9103.87
415,79,3,1539.41
415,79,2,2509.93
415,60,3,12859.73
416,83,3,7965.93
416,64,3,3744.98
417,5,2,12856.27
417,86,1,10576.18
417,58,2,14299.72
418,38,3,10732.03
418,52,2,12201.01
418,31,2,10160.7
419,31,2,2656.45
419,20,1,1652.07
420,16,1,2061.28
420,58,1,2665.24
420,10,2,11670.32
420,89,2,8899.42
420,92,2,6812.36
421,83,3,14167.39
422,94,3,4886.92
422,91,1,13486.05
422,84,1,5781.04
422,51,1,5503.74
422,7,1,12696.26
423,50,1,12281.52
423,60,3,14515.01
423,91,2,7019.38
424,96,3,6624.05
424,41,3,13087.94
424,24,1,13103.03
425,33,2,1851.64
425,43,1,1109.37
426,31,3,9256.87
426,36,1,10951.37
427,5,1,9657.3
427,92,2,12103.03
427,48,2,539.69
427,62,3,3424.84
428,43,3,10050.65
428,95,3,7822.23
429,51,3,14907.65
429,79,3,3351.58
429,99,3,12104.05
429,59,3,9069.14
429,38,3,14953.46
430,6,2,5322.78
430,53,3,9592.12
430,9,2,12528.52
430,54,2,13754.53
431,74,1,13884.8
431,76,1,7014.43
431,39,3,12856.39
431,30,3,13613.52
431,33,2,4347.81
432,30,1,3716.11
432,58,1,6256.21
432,56,1,14400.24
432,36,3,12309.16
432,70,2,736.98
