order_id,user_id,order_date,status
190,575,2026-06-17 23:48:58.273612,cancelled
191,490,2026-04-27 23:48:58.273612,completed
192,322,2026-07-26 23:48:58.273612,completed
193,935,2026-04-25 23:48:58.273612,completed
194,560,2026-06-10 23:48:58.273612,cancelled
195,791,2026-03-18 23:48:58.273612,cancelled
196,823,2026-03-15 23:48:58.273612,completed
197,625,2026-05-08 23:48:58.273612,completed
198,981,2026-07-07 23:48:58.273612,completed
199,572,2026-06-24 23:48:58.273612,completed
200,965,2026-06-24 23:48:58.273612,completed
201,722,2026-07-17 23:48:58.273612,cancelled
202,722,2026-05-06 23:48:58.273612,completed
203,492,2026-06-11 23:48:58.273612,processing
204,957,2026-06-30 23:48:58.273612,completed
205,125,2026-04-15 23:48:58.273612,cancelled
206,557,2026-06-03 23:48:58.273612,completed
207,839,2026-06-12 23:48:58.273612,completed
208,298,2026-08-29 23:48:58.273612,completed
209,979,2026-08-19 23:48:58.273612,completed
210,947,2026-05-18 23:48:58.273612,cancelled
211,263,2026-05-09 23:48:58.273612,completed
212,207,2026-04-24 23:48:58.273612,completed
213,956,2026-04-18 23:48:58.273612,cancelled
214,279,2026-08-04 23:48:58.273612,completed
215,631,2026-04-11 23:48:58.273612,completed
216,249,2026-08-27 23:48:58.273612,cancelled
217,927,2026-04-26 23:48:58.273612,completed
218,654,2026-07-11 23:48:58.273612,completed
219,103,2026-05-26 23:48:58.273612,completed
220,735,2026-05-11 23:48:58.273612,completed
221,698,2026-08-04 23:48:58.273612,completed
222,988,2026-04-21 23:48:58.273612,completed
223,417,2026-03-25 23:48:58.273612,completed
224,489,2026-03-26 23:48:58.273612,completed
225,775,2026-06-27 23:48:58.273612,completed
226,293,2026-03-27 23:48:58.273612,completed
227,930,2026-08-17 23:48:58.273612,cancelled
228,588,2026-07-11 23:48:58.273612,processing
229,757,2026-08-30 23:48:58.273612,completed
230,428,2026-07-25 23:48:58.273612,completed
231,857,2026-05-30 23:48:58.273612,completed
232,191,2026-06-26 23:48:58.273612,completed
233,10,2026-06-24 23:48:58.273612,processing
234,618,2026-08-12 23:48:58.273612,completed
235,292,2026-05-15 23:48:58.273612,cancelled
236,557,2026-04-27 23:48:58.273612,completed
237,911,2026-08-05 23:48:58.273612,processing
238,480,2026-07-01 23:48:58.273612,completed
239,829,2026-08-11 23:48:58.273612,completed
240,167,2026-05-14 23:48:58.273612,cancelled
241,264,2026-07-23 23:48:58.273612,completed
242,755,2026-06-14 23:48:58.273612,completed
243,582,2026-03-20 23:48:58.273612,completed
244,180,2026-04-05 23:48:58.273612,cancelled
245,919,2026-05-28 23:48:58.273612,completed
246,528,2026-06-17 23:48:58.273612,completed
247,411,2026-03-21 23:48:58.273612,completed
248,190,2026-08-04 23:48:58.273612,completed
249,332,2026-07-07 23:48:58.273612,completed
250,268,2026-06-02 23:48:58.273612,completed
251,458,2026-07-02 23:48:58.273612,completed
252,310,2026-04-12 23:48:58.273612,cancelled
253,587,2026-09-06 23:48:58.273612,completed
254,670,2026-06-08 23:48:58.273612,cancelled
255,242,2026-08-24 23:48:58.273612,cancelled
256,122,2026-05-12 23:48:58.273612,completed
257,164,2026-05-28 23:48:58.273612,cancelled
258,515,2026-03-12 23:48:58.273612,completed
259,707,2026-08-09 23:48:58.273612,cancelled
260,939,2026-06-25 23:48:58.273612,completed
261,630,2026-07-14 23:48:58.273612,completed
262,981,2026-08-05 23:48:58.273612,completed
263,157,2026-05-15 23:48:58.273612,cancelled
264,621,2026-06-05 23:48:58.273612,completed
265,719,2026-04-21 23:48:58.273612,completed
266,776,2026-04-24 23:48:58.273612,cancelled
267,846,2026-07-15 23:48:58.273612,completed
268,697,2026-04-09 23:48:58.273612,completed
269,539,2026-05-17 23:48:58.273612,processing
270,721,2026-06-08 23:48:58.273612,completed
271,940,2026-04-17 23:48:58.273612,completed
272,64,2026-04-21 23:48:58.273612,processing
273,208,2026-04-15 23:48:58.273612,processing
274,154,2026-07-28 23:48:58.273612,completed
275,875,2026-04-28 23:48:58.273612,completed
276,120,2026-03-18 23:48:58.273612,completed
277,735,2026-04-12 23:48:58.273612,completed
278,94,2026-05-01 23:48:58.273612,completed
279,829,2026-08-25 23:48:58.273612,completed
280,136,2026-04-30 23:48:58.273612,completed
281,468,2026-04-17 23:48:58.273612,completed
282,573,2026-05-13 23:48:58.273612,cancelled
283,827,2026-06-22 23:48:58.273612,cancelled
284,23,2026-05-30 23:48:58.273612,completed
285,837,2026-09-08 23:48:58.273612,cancelled
286,224,2026-04-13 23:48:58.273612,completed
287,47,2026-05-23 23:48:58.273612,completed
288,718,2026-08-23 23:48:58.273612,processing
289,62,2026-08-22 23:48:58.273612,completed
290,33,2026-06-27 23:48:58.273612,completed
291,185,2026-08-05 23:48:58.273612,cancelled
292,747,2026-03-27 23:48:58.273612,completed
293,384,2026-06-03 23:48:58.273612,completed
294,891,2026-06-04 23:48:58.274623,completed
295,83,2026-03-18 23:48:58.274623,cancelled
296,896,2026-04-23 23:48:58.274623,completed
297,670,2026-06-11 23:48:58.274623,completed
298,183,2026-04-24 23:48:58.274623,completed
299,542,2026-08-07 23:48:58.274623,cancelled
300,229,2026-09-08 23:48:58.274623,completed
301,306,2026-05-13 23:48:58.274623,cancelled
302,737,2026-04-22 23:48:58.274623,completed
303,545,2026-06-03 23:48:58.274623,completed
304,254,2026-05-14 23:48:58.274623,completed
305,159,2026-06-30 23:48:58.274623,completed
306,960,2026-08-11 23:48:58.274623,completed
307,829,2026-03-23 23:48:58.274623,completed
308,630,2026-09-04 23:48:58.274623,completed
309,212,2026-08-22 23:48:58.274623,completed
310,609,2026-08-31 23:48:58.274623,completed
311,613,2026-03-20 23:48:58.274623,cancelled
312,894,2026-08-27 23:48:58.274623,completed
313,759,2026-08-28 23:48:58.274623,completed
314,450,2026-07-11 23:48:58.274623,processing
315,223,2026-08-25 23:48:58.274623,completed
316,516,2026-06-26 23:48:58.274623,completed
317,836,2026-04-14 23:48:58.274623,completed
318,592,2026-04-08 23:48:58.274623,cancelled
319,839,2026-06-18 23:48:58.274623,completed
320,310,2026-08-03 23:48:58.274623,cancelled
321,534,2026-07-14 23:48:58.274623,completed
322,308,2026-06-30 23:48:58.274623,completed
323,571,2026-04-10 23:48:58.274623,cancelled
324,934,2026-07-26 23:48:58.274623,cancelled
325,696,2026-05-22 23:48:58.274623,processing
326,508,2026-08-27 23:48:58.274623,completed
327,965,2026-03-28 23:48:58.274623,cancelled
328,391,2026-04-27 23:48:58.274623,completed
329,714,2026-05-25 23:48:58.274623,completed
330,153,2026-06-24 23:48:58.274623,completed
331,189,2026-04-24 23:48:58.274623,completed
332,247,2026-07-13 23:48:58.274623,completed
333,879,2026-08-03 23:48:58.274623,completed
334,937,2026-08-25 23:48:58.274623,processing
335,423,2026-05-25 23:48:58.274623,processing
336,543,2026-08-05 23:48:58.274623,completed
337,249,2026-07-05 23:48:58.274623,completed
338,339,2026-03-27 23:48:58.274623,completed
339,945,2026-05-16 23:48:58.274623,completed
340,95,2026-04-24 23:48:58.274623,cancelled
341,850,2026-07-22 23:48:58.274623,completed
342,275,2026-06-04 23:48:58.274623,cancelled
343,620,2026-04-07 23:48:58.274623,completed
344,895,2026-08-21 23:48:58.274623,completed
345,824,2026-04-11 23:48:58.274623,cancelled
346,688,2026-04-18 23:48:58.274623,completed
347,491,2026-07-17 23:48:58.274623,completed
348,311,2026-09-05 23:48:58.274623,completed
349,960,2026-07-22 23:48:58.274623,cancelled
350,121,2026-05-09 23:48:58.274623,completed
351,713,2026-04-07 23:48:58.274623,cancelled
352,210,2026-05-30 23:48:58.274623,completed
353,566,2026-06-18 23:48:58.274623,completed
354,390,2026-05-12 23:48:58.274623,processing
355,665,2026-06-09 23:48:58.274623,completed
356,268,2026-06-08 23:48:58.274623,processing
357,904,2026-05-04 23:48:58.274623,completed
358,101,2026-05-11 23:48:58.274623,completed
359,937,2026-07-18 23:48:58.274623,completed
360,321,2026-05-26 23:48:58.274623,completed
361,577,2026-07-14 23:48:58.274623,cancelled
362,150,2026-09-04 23:48:58.274623,completed
363,567,2026-04-12 23:48:58.274623,processing
364,738,2026-05-25 23:48:58.274623,completed
365,157,2026-07-20 23:48:58.274623,completed
366,236,2026-06-03 23:48:58.274623,processing
367,854,2026-07-08 23:48:58.274623,completed
368,564,2026-03-25 23:48:58.274623,cancelled
369,346,2026-07-05 23:48:58.274623,completed
370,990,2026-03-28 23:48:58.274623,cancelled
371,503,2026-05-14 23:48:58.274623,completed
372,751,2026-06-10 23:48:58.274623,completed
373,144,2026-04-22 23:48:58.274623,completed
374,189,2026-04-23 23:48:58.274623,cancelled
375,981,2026-08-24 23:48:58.274623,processing
376,35,2026-08-20 23:48:58.274623,cancelled
377,50,2026-09-07 23:48:58.274623,completed
378,141,2026-03-31 23:48:58.274623,completed
379,70,2026-08-01 23:48:58.274623,completed
380,224,2026-05-02 23:48:58.274623,completed
381,383,2026-08-24 23:48:58.274623,processing
382,654,2026-03-22 23:48:58.274623,processing
383,935,2026-05-08 23:48:58.274623,cancelled
384,500,2026-09-04 23:48:58.274623,completed
385,545,2026-04-20 23:48:58.274623,completed
386,13,2026-09-04 23:48:58.274623,processing
387,740,2026-06-30 23:48:58.274623,processing
388,294,2026-09-04 23:48:58.274623,processing
389,833,2026-03-14 23:48:58.274623,cancelled
390,441,2026-07-25 23:48:58.274623,completed
391,941,2026-08-15 23:48:58.274623,processing
392,153,2026-07-09 23:48:58.274623,completed
393,635,2026-04-27 23:48:58.274623,completed
394,835,2026-06-10 23:48:58.274623,completed
395,815,2026-05-30 23:48:58.274623,completed
396,383,2026-05-28 23:48:58.274623,completed
397,579,2026-07-08 23:48:58.274623,cancelled
398,232,2026-06-24 23:48:58.274623,cancelled
399,848,2026-08-19 23:48:58.274623,cancelled
400,879,2026-03-26 23:48:58.274623,completed
401,96,2026-05-28 23:48:58.274623,completed
402,387,2026-04-20 23:48:58.274623,completed
403,58,2026-03-29 23:48:58.274623,completed
404,720,2026-07-27 23:48:58.274623,completed
405,512,2026-05-20 23:48:58.274623,cancelled
406,804,2026-06-16 23:48:58.274623,processing
407,879,2026-08-15 23:48:58.274623,processing
408,942,2026-08-29 23:48:58.274623,completed
409,217,2026-03-15 23:48:58.274623,processing
410,487,2026-07-01 23:48:58.274623,completed
411,947,2026-08-20 23:48:58.274623,cancelled
412,948,2026-06-29 23:48:58.274623,processing
413,578,2026-03-24 23:48:58.274623,completed
414,184,2026-06-20 23:48:58.274623,completed
415,985,2026-07-17 23:48:58.274623,processing
416,148,2026-05-30 23:48:58.274623,completed
417,307,2026-07-29 23:48:58.274623,processing
418,247,2026-04-16 23:48:58.274623,completed
419,694,2026-04-23 23:48:58.274623,completed
420,394,2026-08-04 23:48:58.274623,cancelled
421,742,2026-08-19 23:48:58.274623,processing
422,764,2026-06-12 23:48:58.274623,completed
423,101,2026-05-20 23:48:58.274623,completed
424,859,2026-08-20 23:48:58.274623,completed
425,620,2026-04-04 23:48:58.274623,processing
426,407,2026-06-17 23:48:58.274623,completed
427,650,2026-07-01 23:48:58.274623,completed
428,503,2026-07-12 23:48:58.274623,completed
429,567,2026-06-04 23:48:58.274623,completed
430,191,2026-03-18 23:48:58.274623,processing
431,677,2026-06-03 23:48:58.274623,completed
432,791,2026-04-03 23:48:58.274623,completed
433,818,2026-07-07 23:48:58.274623,cancelled
434,76,2026-08-18 23:48:58.274623,completed
435,158,2026-06-03 23:48:58.274623,cancelled
436,803,2026-03-30 23:48:58.274623,completed
437,758,2026-06-01 23:48:58.274623,completed
438,370,2026-08-12 23:48:58.274623,completed
439,6,2026-06-22 23:48:58.274623,completed
440,369,2026-07-01 23:48:58.274623,completed
441,136,2026-08-17 23:48:58.274623,completed
442,442,2026-05-17 23:48:58.274623,processing
443,569,2026-04-30 23:48:58.274623,completed
444,106,2026-09-02 23:48:58.274623,completed
445,363,2026-04-20 23:48:58.274623,completed
446,612,2026-04-08 23:48:58.274623,completed
447,885,2026-06-02 23:48:58.274623,completed
448,299,2026-05-26 23:48:58.274623,completed
449,798,2026-08-18 23:48:58.274623,cancelled
450,923,2026-04-18 23:48:58.274623,completed
451,586,2026-04-28 23:48:58.274623,completed
452,702,2026-06-03 23:48:58.274623,completed
453,143,2026-07-02 23:48:58.274623,completed
454,275,2026-05-05 23:48:58.274623,completed
455,65,2026-07-28 23:48:58.274623,completed
456,283,2026-05-24 23:48:58.274623,completed
457,496,2026-08-20 23:48:58.274623,completed
458,258,2026-07-07 23:48:58.274623,cancelled
459,641,2026-05-05 23:48:58.274623,processing
460,632,2026-07-20 23:48:58.274623,completed
461,110,2026-08-05 23:48:58.274623,completed
462,7,2026-05-30 23:48:58.274623,completed
463,862,2026-04-03 23:48:58.274623,completed
464,824,2026-06-16 23:48:58.274623,completed
465,343,2026-05-21 23:48:58.274623,cancelled
466,998,2026-04-09 23:48:58.274623,completed
467,308,2026-06-18 23:48:58.274623,processing
468,971,2026-03-15 23:48:58.274623,completed
469,491,2026-06-20 23:48:58.274623,completed
470,988,2026-05-30 23:48:58.274623,completed
471,299,2026-03-15 23:48:58.274623,cancelled
472,503,2026-04-14 23:48:58.274623,completed
473,334,2026-06-04 23:48:58.274623,completed
474,837,2026-05-31 23:48:58.274623,completed
475,117,2026-04-17 23:48:58.274623,completed
476,607,2026-04-22 23:48:58.274623,completed
477,699,2026-04-21 23:48:58.274623,completed
478,976,2026-05-13 23:48:58.274623,cancelled
479,215,2026-05-19 23:48:58.274623,completed
480,852,2026-03-15 23:48:58.274623,completed
481,839,2026-05-27 23:48:58.274623,cancelled
482,512,2026-08-04 23:48:58.274623,cancelled
483,311,2026-07-09 23:48:58.274623,completed
484,675,2026-07-31 23:48:58.274623,cancelled
485,434,2026-06-04 23:48:58.274623,completed
486,460,2026-04-08 23:48:58.274623,completed
487,597,2026-05-29 23:48:58.274623,processing
488,519,2026-03-15 23:48:58.274623,completed
489,557,2026-08-30 23:48:58.274623,completed
490,719,2026-04-24 23:48:58.274623,processing
491,654,2026-08-18 23:48:58.274623,completed
492,788,2026-07-07 23:48:58.274623,cancelled
493,681,2026-06-10 23:48:58.274623,completed
494,663,2026-04-05 23:48:58.274623,completed
495,577,2026-03-27 23:48:58.274623,cancelled
496,663,2026-05-29 23:48:58.274623,completed
497,989,2026-05-21 23:48:58.274623,completed
498,11,2026-08-14 23:48:58.274623,completed
499,228,2026-05-01 23:48:58.274623,cancelled
500,532,2026-04-19 23:48:58.274623,processing
501,705,2026-04-14 23:48:58.274623,completed
502,457,2026-06-05 23:48:58.274623,completed
503,475,2026-03-19 23:48:58.274623,processing
504,708,2026-05-03 23:48:58.274623,completed
505,354,2026-09-02 23:48:58.274623,completed
506,108,2026-06-25 23:48:58.274623,completed
507,943,2026-08-18 23:48:58.274623,completed
508,852,2026-08-03 23:48:58.274623,completed
509,320,2026-06-13 23:48:58.274623,completed
510,804,2026-07-18 23:48:58.274623,processing
511,495,2026-06-11 23:48:58.274623,completed
512,100,2026-05-19 23:48:58.274623,cancelled
513,714,2026-05-16 23:48:58.274623,completed
514,69,2026-06-24 23:48:58.274623,completed
515,830,2026-08-10 23:48:58.274623,completed
516,870,2026-06-13 23:48:58.274623,cancelled
517,112,2026-03-19 23:48:58.274623,completed
518,953,2026-07-08 23:48:58.274623,processing
519,179,2026-04-20 23:48:58.274623,completed
520,339,2026-04-18 23:48:58.274623,completed
521,982,2026-05-13 23:48:58.274623,completed
522,817,2026-05-28 23:48:58.274623,cancelled
523,189,2026-07-23 23:48:58.274623,cancelled
524,674,2026-05-21 23:48:58.274623,completed
525,30,2026-04-04 23:48:58.274623,completed
526,461,2026-04-10 23:48:58.274623,completed
527,399,2026-09-07 23:48:58.274623,cancelled
528,220,2026-07-18 23:48:58.274623,completed
529,771,2026-03-12 23:48:58.274623,completed
530,592,2026-08-13 23:48:58.274623,processing
531,192,2026-06-07 23:48:58.274623,completed
532,202,2026-05-14 23:48:58.274623,completed
533,269,2026-03-21 23:48:58.274623,completed
534,541,2026-03-29 23:48:58.274623,completed
535,612,2026-06-01 23:48:58.274623,processing
536,402,2026-04-11 23:48:58.274623,completed
537,357,2026-06-10 23:48:58.274623,completed
538,633,2026-07-26 23:48:58.274623,cancelled
539,723,2026-06-24 23:48:58.274623,processing
540,605,2026-08-18 23:48:58.274623,cancelled
541,138,2026-06-20 23:48:58.274623,completed
542,245,2026-06-22 23:48:58.274623,completed
543,188,2026-06-05 23:48:58.274623,cancelled
544,145,2026-05-01 23:48:58.274623,completed
545,429,2026-04-09 23:48:58.274623,completed
546,589,2026-06-02 23:48:58.274623,completed
547,191,2026-05-07 23:48:58.274623,cancelled
548,551,2026-03-15 23:48:58.274623,cancelled
549,954,2026-07-26 23:48:58.274623,processing
550,171,2026-05-06 23:48:58.274623,completed
551,144,2026-07-23 23:48:58.274623,completed
552,863,2026-05-16 23:48:58.274623,processing
553,55,2026-06-09 23:48:58.274623,completed
554,497,2026-08-05 23:48:58.274623,completed
555,835,2026-06-02 23:48:58.274623,processing
556,518,2026-03-25 23:48:58.274623,completed
557,419,2026-03-17 23:48:58.274623,completed
558,426,2026-05-18 23:48:58.274623,completed
559,172,2026-08-18 23:48:58.274623,processing
560,32,2026-07-14 23:48:58.274623,completed
561,34,2026-06-30 23:48:58.274623,completed
562,551,2026-06-27 23:48:58.274623,completed
563,800,2026-05-14 23:48:58.274623,processing
564,761,2026-05-05 23:48:58.274623,processing
565,524,2026-08-11 23:48:58.274623,processing
566,117,2026-07-02 23:48:58.274623,processing
567,844,2026-06-07 23:48:58.274623,processing
568,843,2026-08-29 23:48:58.274623,cancelled
569,452,2026-04-22 23:48:58.274623,completed
570,436,2026-08-13 23:48:58.274623,cancelled
571,850,2026-03-25 23:48:58.274623,completed
572,305,2026-08-31 23:48:58.274623,completed
573,270,2026-06-11 23:48:58.274623,completed
574,450,2026-08-09 23:48:58.274623,completed
575,215,2026-04-11 23:48:58.274623,cancelled
576,360,2026-04-05 23:48:58.274623,cancelled
577,439,2026-07-28 23:48:58.274623,processing
578,143,2026-07-18 23:48:58.274623,completed
579,825,2026-08-24 23:48:58.274623,processing
580,360,2026-04-25 23:48:58.274623,completed
581,612,2026-04-24 23:48:58.274623,completed
582,332,2026-03-12 23:48:58.274623,completed
583,297,2026-04-15 23:48:58.274623,completed
584,976,2026-04-30 23:48:58.274623,cancelled
585,835,2026-08-15 23:48:58.274623,completed
586,986,2026-05-26 23:48:58.274623,completed
587,284,2026-03-25 23:48:58.274623,completed
588,719,2026-08-06 23:48:58.274623,completed
589,150,2026-06-18 23:48:58.274623,completed
590,780,2026-03-19 23:48:58.274623,completed
591,502,2026-08-03 23:48:58.274623,processing
592,648,2026-07-02 23:48:58.274623,cancelled
593,425,2026-06-04 23:48:58.274623,completed
594,78,2026-03-30 23:48:58.274623,completed
595,413,2026-04-30 23:48:58.274623,cancelled
596,285,2026-03-15 23:48:58.274623,completed
597,466,2026-05-07 23:48:58.274623,completed
